btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,sp500_close_30,class_y0
-66407.6666047805,230.402,229.235,58.3333333333,1.0956633807,1.4660048736,1.6920871382,0.0508776437,1.0779134255,235.61,2084.0629032258,0
-74951.3337121205,231.942,230.375,50,0.6803076482,0.6534450403,-0.7869086553,-0.6922839139,-2.4624812533,231.04,2086.3908602151,0
-80237.4323056405,232.306,230.9716666667,50,0.1616278056,-1.0415917748,-1.063402987,-2.1340611932,-1.8056411332,226.12,2088.5940860215,0
-91475.7885937405,229.062,230.175,50,-1.4257231652,-1.538114422,-2.4101237045,-2.3839449301,-2.962248727,219.52,2090.6612903226,1
-77659.2971132405,227.818,228.7566666667,50,-0.5401040207,-0.9446083822,-0.4386507585,0.2448444288,3.4519375846,227.17,2092.1494623656,0
-87005.0803206505,225.654,227.375,41.6666666667,-0.9387159015,-0.5577745636,-0.1418190404,1.2683958029,-0.9151459788,225.18,2093.9930107527,1
-78336.7196711104,224.702,225.625,50,-0.4178155985,-0.0708592148,0.8929372892,-0.3865628585,0.1420202618,225.5,2094.8698924731,1
-65846.5173113105,226.718,226.6183333333,50,0.8722614391,1.8308889806,1.290539446,2.3933821584,4.644744055,236.47,2094.4059139785,0
-72533.6406705005,229.014,227.4316666667,50,1.0194873197,0.4113747535,0.8535483309,1.2093123654,-2.2261193241,231.05,2095.3543010753,1
-68183.5816027905,230.334,229.8166666667,50,0.5726327044,0.9445773752,1.2120964131,-0.5042274079,1.2176645084,233.83,2096.1983870968,1
-63775.7674356105,233.102,231.7783333333,50,1.1930458267,1.455802218,0.3928216056,1.7022920705,2.1869196326,239.73,2096.9521505376,0
-71280.4561895305,235.674,233.975,50,1.109335249,0.2254830475,1.042683838,0.9551935029,-0.2765326269,238.22,2098.1155913979,0
-79902.0035081005,235.458,235.5816666667,41.6666666667,-0.0916576331,0.4419577897,0.1833888835,-0.818376491,-1.3602203552,235.18,2097.5430107527,0
-88525.8307201405,234.956,234.2966666667,41.6666666667,-0.2185052964,-0.5775477476,-1.4990368744,-2.1102889981,-2.860357641,228.34,2096.2887096774,1
-77463.1816000405,235.564,235.275,50,0.2583422366,-0.2238021124,-0.2062252743,0.3707722662,3.6019021734,236.92,2095.6774193548,1
-67976.4266323905,236.404,236.8366666667,58.3333333333,0.3484119632,0.5046481107,1.1262709327,3.1195852196,2.6372682658,243.22,2096.5951612903,0
-73476.0327915405,237.128,237.33,50,0.3014839515,0.7169100282,1.9093325846,1.0630477902,-0.5111726853,241.83,2097.4430107527,0
-76996.2750003104,237.93,237.4616666667,50,0.3382262999,1.1378722852,0.3165289891,-0.8438406492,-1.1765086131,239.13,2098.2419354839,1
-67305.6355139905,240.492,238.4916666667,50,1.0909705386,0.4632376299,-0.2614392487,-0.1365725304,0.9033635523,241.3,2098.3193548387,0
-75724.3511964805,241.324,240.5816666667,41.6666666667,0.3481987927,-0.2240685755,-0.1283672056,0.3957034982,-0.111956556,241.03,2098.214516129,0
-85056.8175018404,239.878,240.4316666667,41.6666666667,-0.6035894358,-0.6266936234,-0.4434219602,-1.1168147165,-2.121672877,235.97,2098.0784946237,1
-77526.3166935404,238.912,239.42,41.6666666667,-0.4032781856,-0.2099705787,-0.5810819558,-0.8156446557,0.4903835657,237.12,2099.409139785,1
-72989.3877321004,238.56,238.655,41.6666666667,-0.1477446383,-0.410521686,-0.5100433959,0.2957713446,0.1011591235,237.39,2100.7795698925,0
-76106.1772054204,237.432,238.0766666667,41.6666666667,-0.4730176869,-0.5632829697,-0.0438196672,-0.3109212836,-0.7230016908,235.43,2102.1086021505,1
-73461.0157974704,236.42,237.1883333333,50,-0.4243345754,0,-0.1634611886,-0.2957713446,0.1314590016,235.69,2103.3983870968,0
-80904.2356177504,235.8,235.8283333333,50,-0.2644864071,-0.4532039003,-0.6379915749,-0.595486517,-1.3224320356,233.03,2105.0462365591,0
-86472.5124159004,234.654,235.0666666667,41.6666666667,-0.489213984,-0.6368072608,-0.6080757842,-0.9778431771,-0.6332543186,231.4,2106.4887096774,1
-78649.1557867404,234.066,234.6166666667,41.6666666667,-0.2492613866,-0.1308263106,-0.218254748,0.3338338958,1.3009221102,234.4,2107.6967741936,1
-74039.8745599704,233.934,234.2216666667,50,-0.0560914828,-0.1029791039,0.3035052066,0.7718849692,0.2428478283,235,2109.1919354839,1
-63588.0750754704,234.538,234.7766666667,58.3333333333,0.254340635,0.6485338027,1.0757965097,0.9632337095,1.6836195908,238.8,2110.3817204301,0
-66804.3548943905,235.516,235.075,50,0.4156280717,0.6778486692,0.4701575223,0.5838123693,-0.5159948523,237.87,2111.5193548387,1
-63882.8069232704,237.08,236.1333333333,58.3333333333,0.6647163172,0.505664869,0.5932705492,0.0480960285,0.6121869092,239.69,2112.6483870968,0
-69507.8939802504,237.312,236.8316666667,58.3333333333,0.0987194039,0.0626872978,-0.4776234666,-0.4584377737,-1.5290624566,235.72,2113.5877419355,1
-60917.8182133004,237.454,237.045,58.3333333333,0.0603344342,-0.3454868549,-0.2886508558,-0.7390697383,0.0509229801,235.71,2113.3782795699,0
-69490.6917018305,236.69,237.0733333333,50,-0.3222610637,-0.2738276165,-0.5691657918,-0.0892174593,-0.2293578987,235.32,2114.2155913979,1
-64484.7109182605,236.43,236.6516666667,58.3333333333,-0.1096540219,-0.2901142547,0.1228684793,0.158841229,0.5470403566,236.46,2115.066344086,0
-70650.6023308305,235.792,236.3633333333,50,-0.2684943006,0.0466477384,0.0452226578,0.1825129361,-0.1820144844,236.03,2114.88,0
-74896.5467990105,235.096,235.1783333333,50,-0.2976321765,-0.3847709657,-0.4365753213,-0.9283831603,-1.6747518361,232.11,2114.6786021505,0
-79268.7551087105,233.736,234.065,50,-0.585466453,-0.6744935916,-1.0816715744,-1.5315001193,-1.3882484026,228.91,2114.419139785,0
-91453.7176525104,231.404,232.0316666667,41.6666666667,-1.0170500217,-1.4080726163,-1.8167586603,-1.8877620724,-2.3872757422,223.5,2114.3596774194,1
-83708.8390365905,229.148,230.3666666667,41.6666666667,-0.9775795612,-1.1764708304,-1.0103771618,-0.8214415414,0.7443926593,225.17,2114.1222580645,0
-89524.4121973204,226.796,228.335,33.3333333333,-1.0221646491,-0.8590178523,-0.6826076689,0.1697263678,-0.4049399237,224.8,2114.4703225807,0
-94346.8213072504,224.972,226.1616666667,33.3333333333,-0.8016893965,-0.655049645,-0.0776409459,-0.4886577485,-0.5723755733,222.99,2113.7070967742,1
-85950.1084456005,224.07,224.8766666667,33.3333333333,-0.3979747911,0.0993504467,-0.1156636242,0.0289745255,0.6303246243,224.4,2112.4761290323,1
-83177.7772828005,224.366,224.2233333333,41.6666666667,0.1319960198,-0.0211031401,0.1068424545,0.4464514683,0.2625783124,224.95,2111.2064516129,0
-86502.1599170705,223.87,224.0883333333,33.3333333333,-0.2214901622,-0.1756277219,-0.0433784381,-0.3802299693,-1.0230382509,222.65,2109.9195698925,1
-77515.2929936605,224.65,224.5866666667,41.6666666667,0.3448056404,0.5741009438,0.555359717,0.7017504193,2.4265390894,228.05,2107.7644086022,1
-68385.5851065205,225.792,225.325,41.6666666667,0.5056834725,0.4745231845,0.5451714752,1.3292763383,0.2320135871,228.7,2105.7872043011,0
-74670.3257898805,226.472,226.1266666667,41.6666666667,0.3007575473,0.310302356,0.754749225,-0.0811457072,-0.3943050016,227.88,2105.6132258065,1
-69943.0109301305,227.28,226.8983333333,50,0.3559408514,0.7006856269,0.1254011394,0.0720949156,0.5384948328,229.14,2105.564516129,1
-64055.8626431105,228.62,227.6333333333,58.3333333333,0.5928326086,0.1344059884,0.1018701222,0.3499576841,0.1614205355,229.3,2104.4367741936,1
-60046.0580050605,229.314,229.1233333333,66.6666666667,0.301869544,0.3193335332,0.5572130448,0.5665721508,0.9717237662,231.64,2103.3122580645,1
-56459.7768665705,229.992,229.7766666667,66.6666666667,0.2942825289,0.4664294115,0.4424076045,0.582901139,0.1940785117,232.08,2102.2404301075,1
-45954.1922113705,231.616,230.98,75,0.7004942699,0.7409941292,0.9341853271,0.9154161075,1.6367537032,236,2100.6438709678,1
-27999.5983989705,235.828,234.695,83.3333333333,1.7593570747,2.1588412096,2.554547024,3.7347812801,5.8328088571,250.02,2099.9935483871,0
-44950.7397132705,239.5,237.8166666667,75,1.5398666194,1.6819023327,2.1778436063,2.4483885579,-0.9360317413,247.76,2099.3894623656,1
-33805.6099074705,242.852,240.9833333333,75,1.397118154,1.6978780646,1.7182528517,-0.3390251509,0.2579814394,248.45,2100.491827957,0
-40588.6849001005,245.174,242.9933333333,75,0.9762546631,0.8111299031,-0.8627630816,-0.8261287517,-1.9102389428,243.75,2101.2174193548,1
-36153.9978399505,246.942,245.105,75,0.7357074817,-0.5385678621,-0.4060799024,-0.7381105732,0.4340177963,244.65,2101.9546021505,0
-38100.2908699705,245.652,246.3916666667,66.6666666667,-0.5225825422,-0.4192202424,-0.6449541364,-0.0123117331,-0.4586412626,243.6,2102.7152043011,1
-32950.5270114605,245.3,245.71,75,-0.1425799947,-0.2427203532,0.3131191767,0.2526698669,0.9639809964,245.99,2103.2104086022,0
-37904.4304076505,244.368,245.04,66.6666666667,-0.3787653333,0.0041030691,-0.13920184,0.0205178714,-0.9229452537,243.85,2103.9728172043,0
-44627.7437320805,243.666,243.6716666667,58.3333333333,-0.2901536765,-0.4711965447,-0.4753816387,-1.1950629563,-1.4671806589,240.19,2103.6566236559,1
-39624.8124299005,243.11,243.385,58.3333333333,-0.2284612096,-0.1709161964,-0.5492152606,-0.3623502641,0.7424801307,242.08,2103.0349462366,1
-34352.9613643905,242.978,243.0883333333,58.3333333333,-0.0542518108,-0.3088100126,-0.1040982656,0.577442931,0.4124057313,242.98,2102.549827957,1
-27251.8586600405,244.02,244.35,58.3333333333,0.4191541357,0.7546789831,1.4952988638,1.8717082303,3.3310107292,251.28,2102.1190107527,0
-33356.1708629705,244.996,244.7866666667,50,0.3964708594,0.8623837389,0.9023516083,1.1473245468,-1.0363616355,248.63,2101.7441075269,1
-17963.0665359705,248.166,246.8366666667,58.3333333333,1.2780681094,1.411965104,1.7451515616,0.9522219777,2.940805591,256.04,2098.4718924731,1
1939.3773082295,252.27,250.555,58.3333333333,1.6279200784,1.9317986651,1.4653946438,2.7162727834,2.4917399758,262.58,2095.5770967742,0
-11455.7761306705,255.198,253.1616666667,58.3333333333,1.1701299108,0.6299097062,1.1853334868,0.3075974347,-1.8765451064,257.62,2093.8575698925,0
-21282.7709118505,255.864,255.0883333333,50,0.2633750369,0.588309205,-0.195856257,-1.5396543734,-1.2027636404,254.49,2092.075139785,1
-12128.9183464005,257.324,255.8733333333,58.3333333333,0.5787853856,-0.0117196658,-0.846206213,-0.3310367663,0.5406901077,256.06,2090.2002365591,1
-4219.0616177705,258.156,257.8033333333,58.3333333333,0.3223376761,-0.2200128988,0.3321645037,1.0996285757,1.6585670437,260.16,2088.4327526882,1
17143.5520320295,259.956,260.38,66.6666666667,0.6742211468,1.3119127102,2.1501381603,2.9548621866,4.2511573296,271.39,2086.7361290323,0
-2884.3094359705,262.134,261.3816666667,66.6666666667,0.8280505247,1.335754066,1.6007753854,1.5718795562,-1.1073982171,268.53,2084.9958494624,0
-16639.9394118705,264.328,262.6966666667,58.3333333333,0.8438902038,0.9196902279,0.6733979559,-1.1154817309,-1.1235652447,265.67,2083.9120215054,1
-597.6711219705,267.27,265.3783333333,58.3333333333,1.1177535739,0.9825502065,-0.1069855012,0.3932208567,1.9100069581,270.41,2080.642172043,0
-14504.3155731705,269.014,267.545,50,0.6592674304,-0.2387050443,0.0508593466,0.6380716422,-0.6338636736,268.98,2077.5852258065,1
14646.9977796295,271.76,271.7166666667,58.3333333333,0.9866746595,1.5101928786,2.3881122531,2.6271649006,5.8881934748,284.63,2076.4019354839,1
26340.2221335295,276.386,275.0733333333,58.3333333333,1.6526401547,2.3466915046,2.4922530201,4.0553113669,2.2224292589,291.65,2075.3003655914,1
48837.6898403295,285.394,282.08,58.3333333333,3.133848285,3.4398086167,4.7976993801,4.2524523328,6.2824754067,310.55,2074.2853548387,0
19061.7107684295,289.804,286.6083333333,58.3333333333,1.5665457536,2.1166481104,0.8594663222,0.1779848539,-5.9265056989,292.54,2074.9671182796,0
8700.6311850295,293.53,289.4283333333,58.3333333333,1.3396564112,0.2025221453,-0.4707802259,-3.8474080423,-1.7683103856,287.49,2076.1295268817,0
-1097.7438907005,293.618,292.22,50,0.0308285225,-0.5170716616,-2.7835873511,-1.2121281771,-0.6559459687,285.67,2077.4177419355,0
-22201.0854771005,290.868,290.9966666667,41.6666666667,-0.9658962601,-2.7779891768,-1.7284836694,-1.7085703113,-2.7611946539,277.74,2079.4849892473,1
-10724.0300525005,284.644,288.9616666667,41.6666666667,-2.1118621001,-1.1582012004,-0.954831472,-1.1042742236,0.5526462067,279.15,2081.6232043011,0
-20086.1078705405,281.466,283.335,41.6666666667,-1.1164153219,-0.9534415559,-1.0526067517,-0.1983128005,-0.9492718078,276.74,2083.7157204301,0
-25375.1486906105,279.05,280.4666666667,41.6666666667,-0.8583605684,-0.9089642183,-0.2915540731,-0.713654213,-0.4780366182,275.08,2085.8173763441,1
-16556.6200560505,277.708,279.035,41.6666666667,-0.4753779221,0.0960762608,-0.0561137211,0.3904653222,1.2589672626,278.95,2088.1251827957,0
-25557.1749701105,277.482,277.55,41.6666666667,-0.0814929461,-0.2400277343,-0.0036130431,0.2335987444,-0.7917697737,276.49,2089.9386021505,1
-17238.7119133805,277.132,277.515,41.6666666667,-0.1256488489,0.0802568908,0.2663547271,-0.2299515407,0.3318666923,277.5,2091.3382795699,0
-23678.3248466405,277.096,277.045,33.3333333333,-0.0130104811,0.1032460531,-0.28199435,-0.0271066382,-0.3860799686,276.61,2092.1352688172,1
-7824.2282885405,279.804,279.0816666667,33.3333333333,0.959651197,0.8848221806,1.4436861653,1.9995959018,4.3852717723,289,2091.6161290323,0
-15370.1137254705,281.768,281.3,33.3333333333,0.6919350035,1.0628611978,1.306526033,2.1528290338,-0.0796137047,288.97,2091.1443010753,1
-10071.6472182805,285.054,283.6716666667,41.6666666667,1.1534031678,1.3587872866,1.9404097051,0.7179786714,1.5155710476,292.85,2090.7079569893,1
4579.0856522195,288.376,286.5933333333,50,1.1619260835,1.5489275965,0.603479538,0.9450261593,0.374481271,294.03,2089.4721505376,0
-4219.9574245305,291.856,289.315,50,1.22010417,0.4288122694,0.5982875941,0.1396458673,-0.0951895363,294.01,2089.7712903226,0
-14456.1199465305,292.024,291.5216666667,41.6666666667,0.0580451639,0.0924598811,-0.3819105078,-0.7601063972,-1.425023258,289.85,2091.0080645161,0
-22564.7411381605,291.87,291.355,41.6666666667,-0.0533990158,-0.4456415316,-0.7190157991,-1.0309289305,-0.636834603,288.29,2092.2803225807,0
-30467.5086754105,290.098,290.6133333333,41.6666666667,-0.6137065519,-0.8607535076,-1.115941498,-0.961400618,-1.285966633,284.69,2093.1079569893,0
-37571.5752948305,287.278,288.4466666667,33.3333333333,-0.9819546251,-1.2036458973,-1.1298534438,-1.3763628642,-1.4667590953,280.19,2093.8764516129,1
-33041.3979810905,284.94,286.4516666667,41.6666666667,-0.81145202,-0.6580592105,-0.6651340796,-0.3547178029,0.7573234895,282.53,2094.5809677419,0
-39352.0053465905,283.056,284.1883333333,33.3333333333,-0.6607881667,-0.6667765576,-0.4603798658,0.042809749,-0.6717039915,280.43,2094.731827957,1
-33145.8870028705,282.454,283.38,41.6666666667,-0.2101204297,0.0588411211,0.5673745265,0.4724000451,1.6165040817,284.91,2094.3129032258,0
-39695.4332666605,281.814,282.2333333333,33.3333333333,-0.2263667924,0.0837312833,-0.1407994521,0.1246528176,-1.3671984465,281.13,2094.5510752688,0
-46819.2457900605,281.272,281.0916666667,33.3333333333,-0.1943817191,-0.4323080212,-0.3525093645,-1.3370160876,-1.3068337287,277.48,2093.8069892473,1
-38154.4367408505,280.734,280.9983333333,33.3333333333,-0.1914775725,-0.0714209678,-0.6340626509,-0.2674947531,0.7718442224,279.94,2092.6634408602,0
-48424.3051979505,277.086,277.6433333333,25,-1.3450941535,-2.0854937123,-2.3249254676,-2.833971337,-6.4397868964,262.19,2091.4462365591,1
-39553.7256195105,273.096,275.08,33.3333333333,-1.4514138567,-1.4724677093,-1.5276790361,-2.6774406654,1.0849055657,265.05,2090.1596774194,0
-49251.1453835605,269.736,271.635,33.3333333333,-1.2323774651,-1.2137633993,-1.8756326065,0.4064445385,-0.2720164887,264.11,2090.5569892473,1
-40857.0296336605,268.47,269.9716666667,41.6666666667,-0.4615337046,-0.7698781864,1.1200913837,1.1376842927,2.547385074,271.15,2089.5978494624,0
-50377.3442146805,266.09,268.3466666667,41.6666666667,-0.869765815,0.5227394554,0.335350752,0.6390343723,-1.2693163294,267.53,2088.9059139785,0
-61088.3184140805,266.548,265.8216666667,41.6666666667,0.1739240459,-0.053821334,0.0189103842,-1.2453269607,-1.221337592,264.74,2087.9940860215,1
-53075.7153606805,266.618,266.3566666667,41.6666666667,0.0263926893,0.1009949838,-0.7144683796,-0.4370444047,0.3472487825,265.57,2087.709139785,0
-58561.3458820705,266.044,265.7583333333,41.6666666667,-0.2183402883,-0.9097716288,-0.7899233953,-0.5742162969,-1.4956813764,261.46,2087.4559139785,0
-68194.6216501105,263.036,264.3883333333,33.3333333333,-1.1413026719,-1.1092992576,-1.0719531461,-1.7815541104,-2.0674268443,256.11,2087.261827957,1
-59539.4318452905,260.784,261.9416666667,41.6666666667,-0.8593462257,-0.7688483842,-1.1408807731,-0.9634804714,0.1404659016,256.66,2087.7596774194,0
-75681.2522277905,252.848,254.7866666667,41.6666666667,-3.2510903211,-4.150675097,-5.0356730038,-6.5197960835,-13.1800580687,224,2087.9607526882,1
-51386.1796726905,245.152,248.5266666667,41.6666666667,-3.1328117888,-3.5420943919,-4.0336502411,-6.1207083124,0.9386414439,226.4,2086.8440860215,1
-35573.8449284904,239.968,243.55,50,-2.0880111544,-2.0931572319,-2.8376982764,2.3334816197,3.7283217955,235.15,2082.7849462366,0
-45870.1624317905,235.444,238.8883333333,41.6666666667,-1.849355801,-2.3468112267,1.264271054,1.4270858591,-0.8741500774,233.5,2075.4333333333,0
-61726.4079819905,230.35,234.7033333333,41.6666666667,-2.0918797637,0.6801648126,0.5940059354,-0.9731519946,-1.0721539118,231,2068.3752688172,0
-74568.8746731905,231.168,230.1066666667,33.3333333333,0.3606084157,0.2161001587,-0.954640387,-0.9948855417,-0.9176171717,228.35,2061.5903225807,0
-112091.95805689,227.728,227.5933333333,33.3333333333,-1.5764844951,-2.9026860677,-3.5788647312,-4.8322201409,-8.74682311,209.76,2048.5655913979,1
-69783.9524273905,225.096,226.8366666667,41.6666666667,-1.1498624028,-1.2187904841,-1.2676693416,-1.4426954265,5.8614322571,222.38,2036.0811827957,1
-45776.3572232905,223.558,225.2133333333,41.6666666667,-0.6697919585,-0.5692014702,-0.453062903,3.6938172006,1.526202144,225.8,2028.2467741936,0
-60142.6210582905,222.376,223.8133333333,41.6666666667,-0.5183477659,-0.4185304145,2.3575671507,0.6056345975,-0.314932949,225.09,2023.9908602151,1
-37242.4341137905,222.928,223.9216666667,50,0.2397214612,2.486357604,1.3613327196,1.2788980074,2.8727289637,231.76,2019.9779569893,0
-52732.9933051905,227.092,224.1966666667,41.6666666667,1.8930215094,0.9009188224,0.6924910486,1.1962030474,-0.480322869,230.41,2016.2053763441,0
-68219.3532497905,228.416,227.41,41.6666666667,0.5866874656,0.351808796,0.5740560443,-0.5752804154,-0.6702379619,229.04,2012.6779569893,1
-52415.8343946905,229.228,228.6566666667,41.6666666667,0.3564155245,0.5242526429,-0.2585727974,-0.1476977616,0.3748424386,230.25,2008.061827957,0
-76341.0212410905,229.802,229.0166666667,33.3333333333,0.2533970548,-0.4014359224,-0.3751402735,-0.2275914294,-0.8300252974,227.97,2000.288172043,1
-54870.2524121905,229.308,229.6983333333,41.6666666667,-0.2143978173,-0.1479165544,0.0261905815,-0.1481353471,0.5337546032,228.95,1994.9069892473,0
-74609.8815122905,228.656,228.97,41.6666666667,-0.2848329125,-0.1884816502,-0.3762563465,-0.149371871,-0.8324983452,227.24,1989.7709677419,1
-53739.8653180905,228.96,228.9666666667,50,0.1323124603,0.0716799657,0.3722483867,0.2914952785,1.4154889023,230.72,1983.3650537634,1
-33636.8252271905,230.108,230.0666666667,58.3333333333,0.4933004767,0.8241319203,0.9209243593,1.7976357116,2.1797825209,235.39,1977.3290322581,1
-7877.9333982905,232.572,231.8033333333,58.3333333333,1.0526947003,1.1824297246,1.8540724145,2.0733641707,1.9669458205,240.28,1971.8903225807,0
-31029.9649602905,234.774,233.8416666667,50,0.9384511162,1.3811884815,1.3697550079,0.9647412514,-0.0374633176,240.07,1967.6209677419,1
-7006.0858994905,238.16,236.3466666667,58.3333333333,1.4369154667,1.4422721078,1.1964353034,0.8111800449,1.6598234073,244.04,1965.37,0
-30257.9514437905,239.726,238.1916666667,50,0.6680511016,0.2901182468,-0.2688242777,-0.3845047578,-2.4288329228,238.35,1961.8668817204,1
-9563.0322923905,240.338,239.5483333333,58.3333333333,0.2580898633,-0.169124126,-0.2130110621,-1.1494282969,0.1299763291,238.57,1959.1368817204,1
4242.1445544095,240.282,240.2816666667,66.6666666667,-0.0233197328,-0.0197838366,-0.5796529179,0.3449370846,0.55989784,239.92,1957.3805376344,0
-13206.9740450905,239.202,239.3666666667,58.3333333333,-0.4547755839,-0.9834253317,-0.5016228014,-0.8174223666,-2.1947425733,234.79,1955.8908602151,0
-32862.0944850905,236.292,237.6116666667,58.3333333333,-1.2285711306,-0.9285056826,-1.2813330198,-2.2019484497,-2.2091543261,229.66,1954.6597849462,1
-16187.2378699905,234.564,235.195,58.3333333333,-0.7384507572,-0.9555575287,-1.4607093183,-1.0936926908,0.0217689445,229.84,1953.3034408602,1
1111.3742981095,232.838,233.8083333333,66.6666666667,-0.7366041948,-1.0607297036,-0.6827254136,0.0804890426,0.1392091407,229.99,1953.8997849462,0
-17058.0879926905,230.506,232.0883333333,58.3333333333,-0.9960635419,-0.696393784,-0.19214027,-0.2990948772,-0.7373988952,228.34,1955.9256989247,1
-2412.3516982905,229.982,230.7833333333,58.3333333333,-0.2244327132,0.2717476901,0.3550739386,0.4630063375,1.6634115702,232.2,1957.4913978495,1
17046.5532476095,230.674,230.505,58.3333333333,0.299067762,0.3683924663,0.4447869082,1.0358798099,0.4083480496,233.24,1958.1468817204,0
5815.7953232095,230.732,230.5616666667,58.3333333333,0.0252333026,-0.0032606569,0.2414520892,-0.4695276514,-1.3474033524,230,1959.0231182796,1
19216.9402760095,230.758,230.6366666667,58.3333333333,0.0112996809,0.1984743249,-0.2898380902,-0.6389311602,0.069541032,230.1,1960.0184946237,0
5135.6331744095,230.32,229.99,58.3333333333,-0.1927450065,-0.6567841507,-1.0118282174,-0.84404065,-1.7576223319,226.15,1960.5588172043,1
24468.5127913095,229.97,230.3366666667,58.3333333333,-0.1513226268,-0.2912402959,0.0608140562,0.0564505683,1.8705234686,230.08,1959.1174193548,0
10882.4254261095,229.23,229.8783333333,50,-0.3199791519,-0.0631231018,-0.1073444797,0.7177944465,-0.4349345757,229.42,1957.5351612903,1
35085.1617838095,230.002,230.0016666667,58.3333333333,0.3328667358,0.3986981617,1.1174716596,0.7409457551,1.9168260859,233.88,1955.2007526882,1
57640.6071841095,231.014,230.8716666667,66.6666666667,0.4349305436,0.9830687625,0.6872505271,1.2483430785,0.5798600711,235.14,1952.7996774194,0
42531.1830756095,232.546,231.48,58.3333333333,0.666206476,0.3651272278,0.6318144957,-0.0106912995,-0.60124267,233.81,1950.4389247312,0
25024.7336662095,232.944,232.5233333333,50,0.171986454,0.3237167115,-0.2073197467,-0.6009096555,-0.6005766411,232.4,1948.2287096774,1
42591.5601015096,234.888,233.9766666667,58.3333333333,0.8298953928,0.5581627195,0.550930269,1.1270167384,2.854610118,239.14,1943.1217204301,0
22714.1052221095,235.504,235.23,50,0.2616859763,0.1821424526,0.4432708268,0.9651945607,-0.9242209965,236.78,1938.4292473118,0
1779.2587286096,235.7,235.62,41.6666666667,0.0831531468,0.254252101,0.539195015,-0.6185125364,-0.3128040763,235.87,1936.1943010753,1
22120.2669206095,236.368,235.9416666667,50,0.283680652,0.5047449753,-0.2785434056,0.0442953898,0.401394856,238,1934.6055913979,1
39028.3015934095,237.44,236.6016666667,50,0.456015331,-0.1436333657,0.1165625113,0.3312458051,0.2610967541,237.77,1934.7088172043,1
56853.9192314095,237.402,237.6916666667,58.3333333333,-0.0158965893,0.2111845124,0.3858473754,0.378073635,0.495050516,239.06,1934.8206451613,0
41838.8525125095,237.734,237.6016666667,50,0.1396313027,0.2527401475,0.203188578,0.17423449,-0.146581536,238.6,1934.9389247312,1
62155.3561616095,238.662,238.2516666667,58.3333333333,0.3890781767,0.3859990068,0.4276330911,0.3939243786,0.9344302932,240.85,1937.0598924731,1
88839.6036871095,240.546,239.98,58.3333333333,0.7790615301,0.9085527241,1.0463867935,1.6428709582,2.3513116232,246.79,1938.663655914,0
65071.4067751095,241.632,240.9883333333,50,0.4516066046,0.4407456267,0.6365213476,0.4875668748,-1.3761778737,243.47,1941.3851612903,0
51087.6547186095,242.422,241.8433333333,50,0.3279102197,0.4465331586,0.2839007804,-0.749804641,-0.1234314084,243.29,1945.2447311828,1
65187.5702570095,243.598,242.765,58.3333333333,0.4868999263,0.3750173345,-0.2837474283,0.2624677943,0.648366997,244.49,1949.0811827957,1
82500.7126104095,244.572,243.95,58.3333333333,0.4003833229,-0.0873487522,0.3422609549,0.5751071366,0.5018472761,245.71,1952.7783870968,1
101641.06802121,244.868,245.1516666667,66.6666666667,0.1196881984,0.4936547164,0.6993500913,0.7248416384,0.9478360007,248.05,1956.3508602151,0
90969.3642571095,245.39,245.025,66.6666666667,0.2134945939,0.2977260945,0.1808457936,0.0203450524,-0.907145896,245.81,1960.0475268817,1
116870.96710481,246.756,246.1133333333,66.6666666667,0.5546099647,0.5311707066,0.5409451834,0.3374997747,1.5821454455,249.97,1962.5382795699,1
143813.83810111,248.354,247.7083333333,66.6666666667,0.6431784759,0.6785112759,0.5887363676,1.3366774994,1.0912095534,252.47,1964.3112903226,1
165851.46611161,250.11,249.3766666667,66.6666666667,0.702191275,0.6407800935,1.1567554234,0.9440604123,0.7969112712,254.49,1968.2778494624,1
200668.20720541,253.118,252.2733333333,75,1.1773168043,1.6984324794,1.737194824,2.0601874593,3.3234636474,263.09,1972.5793548387,1
225996.35618271,257.97,255.9433333333,75,1.8824460974,1.9575212603,2.2462918293,2.9709821084,2.6185005694,270.04,1976.8222580645,0
215993.22951081,260.234,258.4833333333,66.6666666667,0.8866325123,0.835488252,0.8483472456,-0.3892109553,-3.3969224799,260.99,1980.9839784946,1
232697.92832421,262.472,260.805,75,0.8673592911,0.8849712961,0.0721405123,-1.2010395163,0.9948434473,264.28,1985.1555913979,1
261665.36957691,265.702,263.8333333333,83.3333333333,1.2305596397,0.7073336378,0.0702779939,1.8038782308,2.6129130143,270.3,1988.7521505376,0
241268.59156381,266.662,266.0666666667,75,0.3616053906,-0.2026184041,0.8621496212,0.7958027082,-1.021307598,267.9,1991.4661290323,1
271435.01700631,267.69,268.0866666667,75,0.3770651591,1.3205620688,1.4291349426,0.8372459068,2.6957994115,275.21,1996.9532258065,1
293007.28547681,271.2,269.5083333333,75,1.3013020298,1.3779166754,0.9662512291,1.9600306426,1.2242618737,278.6,2003.0188172043,1
313593.620494309,275.036,273.14,83.3333333333,1.4044194481,1.1022960566,1.8101639414,1.3673462064,1.510430539,283.03,2008.7887096774,1
